TEMP,DRUCK,SPEZ_VOL0,SPEZ_VOL1,ENTHA0,ENTHA1,ENTRO0,ENTRO1,WAERME_KAP0,WAERME_KAP1,ETA0,ETA1,LAMBDA0,LAMBDA1,SIGMA
14.815,436000,0.0010815,0.073701,225.6,516.87,1.0906,2.1021,1.7538,1.1822,0.00018166,9.9078E-06,0.10244,0.013618,0.011122
15.172,441000,0.0010825,0.072885,226.23,517.1,1.0928,2.1016,1.7553,1.1846,0.00018096,9.9214E-06,0.10229,0.01366,0.011073
15.527,446000,0.0010835,0.072087,226.85,517.32,1.0949,2.1011,1.7568,1.1869,0.00018026,9.9348E-06,0.10213,0.013701,0.011024
15.878,451000,0.0010845,0.071306,227.47,517.54,1.097,2.1006,1.7583,1.1892,0.00017958,9.9482E-06,0.10198,0.013743,0.010976
16.226,456000,0.0010855,0.070542,228.09,517.76,1.0991,2.1002,1.7598,1.1915,0.0001789,9.9615E-06,0.10183,0.013784,0.010928
16.572,461000,0.0010865,0.069793,228.7,517.98,1.1012,2.0997,1.7613,1.1938,0.00017823,9.9747E-06,0.10168,0.013825,0.010881
16.914,466000,0.0010875,0.06906,229.3,518.19,1.1033,2.0992,1.7628,1.1961,0.00017757,9.9877E-06,0.10153,0.013866,0.010834
17.254,471000,0.0010885,0.068342,229.9,518.4,1.1054,2.0988,1.7643,1.1984,0.00017692,0.000010001,0.10139,0.013906,0.010787
17.591,476000,0.0010895,0.067638,230.5,518.61,1.1074,2.0983,1.7657,1.2007,0.00017628,0.000010014,0.10124,0.013946,0.010741
17.926,481000,0.0010904,0.066949,231.09,518.82,1.1094,2.0979,1.7672,1.203,0.00017564,0.000010026,0.1011,0.013986,0.010695
18.258,486000,0.0010914,0.066273,231.68,519.02,1.1114,2.0975,1.7687,1.2052,0.00017501,0.000010039,0.10095,0.014026,0.010649
18.587,491000,0.0010924,0.065611,232.26,519.23,1.1134,2.097,1.7701,1.2075,0.00017439,0.000010052,0.10081,0.014065,0.010604
18.914,496000,0.0010933,0.064961,232.84,519.43,1.1153,2.0966,1.7716,1.2097,0.00017378,0.000010064,0.10067,0.014104,0.01056
19.238,501000,0.0010943,0.064324,233.42,519.63,1.1173,2.0962,1.773,1.212,0.00017317,0.000010077,0.10053,0.014143,0.010515
19.56,506000,0.0010952,0.063699,233.99,519.82,1.1192,2.0958,1.7745,1.2142,0.00017257,0.000010089,0.1004,0.014182,0.010471
19.879,511000,0.0010962,0.063086,234.56,520.02,1.1212,2.0953,1.7759,1.2165,0.00017198,0.000010101,0.10026,0.014221,0.010428
20.196,516000,0.0010971,0.062484,235.12,520.21,1.1231,2.0949,1.7774,1.2187,0.00017139,0.000010113,0.10012,0.014259,0.010385
20.511,521000,0.001098,0.061894,235.68,520.4,1.125,2.0945,1.7788,1.2209,0.00017082,0.000010125,0.099988,0.014298,0.010342
20.823,526000,0.001099,0.061314,236.24,520.59,1.1268,2.0941,1.7803,1.2231,0.00017024,0.000010137,0.099855,0.014336,0.010299
21.133,531000,0.0010999,0.060744,236.79,520.78,1.1287,2.0937,1.7817,1.2253,0.00016968,0.000010149,0.099722,0.014373,0.010257
21.441,536000,0.0011008,0.060185,237.34,520.97,1.1305,2.0933,1.7831,1.2275,0.00016912,0.000010161,0.099591,0.014411,0.010215
