TEMP,DRUCK,SPEZ_VOL0,SPEZ_VOL1,ENTHA0,ENTHA1,ENTRO0,ENTRO1,WAERME_KAP0,WAERME_KAP1,ETA0,ETA1,LAMBDA0,LAMBDA1,SIGMA
0,429380,0.001566,0.2893,200,1462.2,1,5.621,4.6165,2.6799,0.00017009,9.0558E-06,0.5592,0.023365,0.032912
5,515750,0.0015831,0.24304,223.21,1467.4,1.0837,5.5568,4.6451,2.7575,0.00016123,9.2094E-06,0.54406,0.023847,0.031237
10,615050,0.0016009,0.20543,246.57,1472.1,1.1664,5.4946,4.6757,2.8413,0.00015303,9.3638E-06,0.52912,0.024365,0.029589
15,728520,0.0016195,0.17461,270.09,1476.4,1.2481,5.4344,4.7088,2.9318,0.00014542,9.5193E-06,0.51439,0.024922,0.027969
20,857480,0.0016388,0.1492,293.78,1480.2,1.3289,5.3759,4.7448,3.0296,0.00013832,9.6761E-06,0.49986,0.025519,0.026376
25,1003200,0.001659,0.12809,317.67,1483.4,1.4088,5.3188,4.7844,3.1353,0.00013168,9.8346E-06,0.48551,0.026159,0.024812
30,1167200,0.0016802,0.11046,341.76,1486.2,1.4881,5.2631,4.8282,3.25,0.00012545,9.9953E-06,0.47135,0.026846,0.023276
35,1350800,0.0017024,0.095632,366.07,1488.3,1.5666,5.2086,4.8771,3.3745,0.00011958,0.000010159,0.45737,0.027585,0.021769
40,1555400,0.0017258,0.083101,390.64,1489.9,1.6446,5.1549,4.9318,3.5104,0.00011404,0.000010325,0.44354,0.028379,0.020292
45,1782700,0.0017505,0.07245,415.48,1490.8,1.722,5.102,4.9935,3.6593,0.00010878,0.000010497,0.42986,0.029234,0.018844
50,2034000,0.0017766,0.06335,440.62,1491.1,1.799,5.0497,5.0635,3.8233,0.00010379,0.000010673,0.41632,0.03016,0.017427
55,2311100,0.0018044,0.055537,466.1,1490.6,1.8758,4.9977,5.1434,4.0051,0.000099031,0.000010857,0.4029,0.031165,0.016042
60,2615600,0.001834,0.048797,491.97,1489.3,1.9523,4.9458,5.2351,4.2084,0.000094483,0.000011049,0.38959,0.032262,0.014689
65,2949100,0.0018658,0.042955,518.26,1487.1,2.0288,4.8939,5.3411,4.4376,0.000090124,0.000011252,0.37638,0.033467,0.013368
70,3313500,0.0019,0.037868,545.04,1483.9,2.1054,4.8415,5.4648,4.699,0.000085933,0.000011468,0.36324,0.034803,0.012081
75,3710500,0.0019371,0.033419,572.37,1479.7,2.1823,4.7885,5.6103,5.0009,0.000081891,0.000011701,0.35015,0.036299,0.01083
80,4142000,0.0019776,0.029509,600.34,1474.3,2.2596,4.7344,5.7837,5.3546,0.000077979,0.000011954,0.33711,0.037995,0.0096142
85,4610000,0.0020221,0.026058,629.04,1467.5,2.3377,4.6789,5.993,5.7766,0.000074178,0.000012235,0.32407,0.039949,0.0084368
90,5116700,0.0020714,0.022997,658.61,1459.2,2.4168,4.6213,6.2501,6.2907,0.000070468,0.000012549,0.31102,0.04224,0.0072991
95,5664300,0.0021269,0.020268,689.19,1449,2.4973,4.5612,6.5731,6.9332,0.000066828,0.000012907,0.29793,0.044986,0.0062035
100,6255300,0.0021899,0.01782,721,1436.6,2.5797,4.4975,6.9912,7.7622,0.000063231,0.000013322,0.28477,0.048363,0.0051529
105,6892300,0.002263,0.01561,754.35,1421.6,2.6647,4.4291,7.5551,8.8773,0.000059646,0.000013816,0.27151,0.052652,0.0041509
110,7578300,0.0023496,0.013596,789.68,1403.1,2.7533,4.3542,8.3621,10.463,0.000056028,0.00001442,0.25813,0.058329,0.0032025
115,8317000,0.0024559,0.01174,827.74,1380,2.8474,4.2702,9.6278,12.909,0.000052305,0.000015186,0.24464,0.066276,0.0023146
120,9112500,0.0025941,0.0099932,869.92,1350.2,2.9502,4.1719,11.94,17.212,0.00004834,0.000016212,0.23124,0.078402,0.0014977
125,9970200,0.0027949,0.0082831,919.68,1309.1,3.0702,4.0483,17.658,26.996,0.000043802,0.000017728,0.21907,0.10001,0.00077028
130,10898000,0.0032021,0.006379,992.02,1239.3,3.2437,3.8571,54.21,76.49,0.00003729,0.00002063,0.22187,0.16039,0.00017564
130.2,10936000,0.0032325,0.0062862,996.35,1235,3.2541,3.8457,59.945,83.246,0.000036902,0.000020827,0.22386,0.16637,0.00015617
130.4,10975000,0.0032657,0.0061904,1000.9,1230.3,3.2652,3.8336,67.056,91.404,0.000036491,0.000021039,0.22637,0.17323,0.0001372
130.6,11014000,0.0033022,0.0060908,1005.9,1225.4,3.2771,3.8208,76.07,101.45,0.000036051,0.000021267,0.22957,0.18121,0.00011876
130.8,11053000,0.003343,0.0059868,1011.2,1220.1,3.29,3.8071,87.814,114.14,0.000035577,0.000021516,0.2337,0.19065,0.0001009
131,11092000,0.003389,0.0058773,1017,1214.3,3.3041,3.7922,103.64,130.66,0.000035061,0.00002179,0.23911,0.20203,0.000083679
131.1,11112000,0.0034145,0.0058201,1020.2,1211.2,3.3117,3.7843,113.76,140.94,0.000034784,0.000021938,0.24246,0.20867,0.000075328
131.2,11132000,0.003442,0.0057609,1023.5,1208,3.3198,3.776,125.91,153.05,0.000034491,0.000022095,0.24636,0.2161,0.000067164
131.3,11151000,0.0034718,0.0056995,1027,1204.6,3.3284,3.7673,140.72,167.52,0.000034182,0.000022263,0.25094,0.22448,0.000059202
131.4,11171000,0.0035043,0.0056356,1030.8,1200.9,3.3376,3.758,159.08,185.12,0.000033852,0.000022442,0.25635,0.234,0.000051456
131.5,11191000,0.0035401,0.0055686,1034.9,1197.1,3.3475,3.7482,182.34,206.97,0.000033499,0.000022635,0.26279,0.24492,0.000043945
131.6,11211000,0.00358,0.005498,1039.4,1192.9,3.3583,3.7376,212.56,234.79,0.000033118,0.000022845,0.2705,0.2575,0.000036692
131.7,11230000,0.0036248,0.0054231,1044.3,1188.4,3.3702,3.7262,253.06,271.42,0.000032703,0.000023076,0.27971,0.27203,0.000029725
131.8,11250000,0.003676,0.0053427,1049.7,1183.4,3.3835,3.7137,309.59,321.74,0.000032246,0.000023332,0.29047,0.28849,0.000023082
131.9,11270000,0.0037355,0.0052551,1055.9,1177.9,3.3985,3.6998,392.87,395.06,0.000031737,0.000023623,0.30179,0.30561,0.000016816
132,11290000,0.0038066,0.0051578,1063,1171.6,3.416,3.684,525.57,511.43,0.000031157,0.000023961,0.30751,0.31577,0.000011004
132.1,11310000,0.0038944,0.0050461,1071.6,1164.2,3.4369,3.6654,765.51,723.37,0.00003048,0.00002437,0.27113,0.27425,5.7809E-06
132.2,11329000,0.0040103,0.0049098,1082.4,1154.7,3.4635,3.6419,1320.7,1224.8,0.000029649,0.000024901,0.21158,0.20204,1.4481E-06
