TEMP,DRUCK,SPEZ_VOL0,SPEZ_VOL1,ENTHA0,ENTHA1,ENTRO0,ENTRO1,WAERME_KAP0,WAERME_KAP1,ETA0,ETA1,LAMBDA0,LAMBDA1,SIGMA
-52,98486,0.00073995,0.25235,125.58,405.19,0.70055,1.9628,1.3689,0.80961,0.00031507,9.8421E-06,0.13455,0.0086499,0.017917
-50,108980,0.00074342,0.22934,128.32,406.16,0.71286,1.9558,1.3718,0.81928,0.00030639,9.9339E-06,0.1333,0.0087471,0.017557
-48,120350,0.00074694,0.20882,131.08,407.13,0.7251,1.9491,1.3748,0.82917,0.00029802,0.000010026,0.13206,0.0088462,0.017198
-46,132630,0.00075051,0.19048,133.83,408.08,0.73725,1.9425,1.378,0.83927,0.00028996,0.000010117,0.13082,0.0089474,0.016841
-44,145880,0.00075415,0.17405,136.6,409.03,0.74932,1.9361,1.3814,0.84958,0.00028219,0.000010209,0.12957,0.0090506,0.016486
-42,160150,0.00075784,0.15931,139.37,409.96,0.76131,1.9298,1.385,0.8601,0.00027468,0.000010301,0.12833,0.0091558,0.016132
-40,175500,0.00076159,0.14605,142.15,410.89,0.77323,1.9238,1.3888,0.87084,0.00026744,0.000010393,0.12709,0.0092633,0.015779
-38,191970,0.00076541,0.1341,144.93,411.81,0.78508,1.9179,1.3927,0.88179,0.00026044,0.000010484,0.12586,0.0093731,0.015428
-36,209630,0.0007693,0.12332,147.73,412.71,0.79686,1.9121,1.3969,0.89295,0.00025367,0.000010576,0.12462,0.0094853,0.015078
-34,228530,0.00077325,0.11356,150.53,413.61,0.80857,1.9065,1.4012,0.90435,0.00024713,0.000010667,0.12339,0.0095999,0.014731
-32,248740,0.00077728,0.10473,153.34,414.49,0.82022,1.901,1.4058,0.91597,0.00024079,0.000010759,0.12217,0.0097171,0.014384
-30,270300,0.00078138,0.096706,156.17,415.36,0.8318,1.8956,1.4106,0.92783,0.00023466,0.00001085,0.12094,0.0098371,0.014039
-28,293280,0.00078556,0.089415,159,416.22,0.84333,1.8904,1.4157,0.93995,0.00022873,0.000010942,0.11972,0.00996,0.013696
-26,317740,0.00078982,0.082777,161.84,417.06,0.8548,1.8853,1.421,0.95232,0.00022297,0.000011033,0.11851,0.010086,0.013355
-24,343750,0.00079417,0.076723,164.7,417.88,0.86622,1.8803,1.4266,0.96497,0.00021739,0.000011124,0.11729,0.010215,0.013015
-22,371370,0.0007986,0.071193,167.56,418.69,0.87759,1.8754,1.4324,0.9779,0.00021198,0.000011216,0.11608,0.010347,0.012677
-20,400660,0.00080313,0.066135,170.44,419.48,0.8889,1.8705,1.4385,0.99115,0.00020673,0.000011307,0.11488,0.010484,0.012341
-18,431690,0.00080776,0.061501,173.33,420.26,0.90018,1.8658,1.4449,1.0047,0.00020163,0.000011398,0.11368,0.010624,0.012007
-16,464530,0.00081249,0.05725,176.23,421.02,0.9114,1.8612,1.4517,1.0186,0.00019667,0.000011489,0.11248,0.010768,0.011674
-14,499240,0.00081733,0.053344,179.15,421.75,0.92259,1.8566,1.4587,1.0329,0.00019185,0.00001158,0.11129,0.010916,0.011343
-12,535900,0.00082228,0.049751,182.08,422.47,0.93374,1.8521,1.4662,1.0476,0.00018716,0.000011671,0.11011,0.011069,0.011014
-10,574580,0.00082735,0.046441,185.02,423.17,0.94486,1.8477,1.474,1.0627,0.0001826,0.000011762,0.10893,0.011227,0.010687
-8,615340,0.00083255,0.043388,187.99,423.84,0.95594,1.8433,1.4822,1.0782,0.00017816,0.000011852,0.10775,0.011391,0.010362
-6,658260,0.00083787,0.040569,190.96,424.49,0.96699,1.839,1.4908,1.0942,0.00017384,0.000011943,0.10658,0.01156,0.010039
-4,703410,0.00084334,0.037962,193.96,425.12,0.97802,1.8348,1.4998,1.1107,0.00016962,0.000012033,0.10541,0.011736,0.0097176
-2,750860,0.00084895,0.035548,196.97,425.72,0.98902,1.8306,1.5094,1.1278,0.00016551,0.000012124,0.10425,0.011919,0.0093985
0,800700,0.00085472,0.033311,200,426.29,1,1.8264,1.5194,1.1455,0.00016149,0.000012215,0.10309,0.012108,0.0090814
2,853000,0.00086065,0.031235,203.05,426.84,1.011,1.8222,1.53,1.1639,0.00015757,0.00001231,0.10194,0.012306,0.0087666
4,907840,0.00086675,0.029307,206.12,427.35,1.0219,1.8181,1.5412,1.183,0.00015375,0.000012407,0.10079,0.012512,0.0084539
6,965290,0.00087304,0.027513,209.21,427.84,1.0328,1.814,1.553,1.2029,0.00015,0.000012518,0.099645,0.012727,0.0081434
8,1025400,0.00087952,0.025842,212.33,428.29,1.0438,1.8099,1.5655,1.2237,0.00014634,0.000012628,0.098506,0.012953,0.0078352
10,1088400,0.00088621,0.024286,215.46,428.7,1.0547,1.8058,1.5787,1.2456,0.00014276,0.000012739,0.097373,0.013189,0.0075294
12,1154100,0.00089313,0.022833,218.63,429.08,1.0656,1.8017,1.5927,1.2686,0.00013925,0.000012852,0.096244,0.013438,0.007226
14,1222900,0.00090027,0.021476,221.81,429.42,1.0765,1.7976,1.6075,1.2929,0.00013581,0.000012968,0.095119,0.0137,0.006925
16,1294600,0.00090767,0.020207,225.03,429.72,1.0875,1.7934,1.6232,1.3187,0.00013243,0.000013087,0.093999,0.013976,0.0066265
18,1369500,0.00091535,0.019019,228.27,429.97,1.0984,1.7892,1.64,1.3462,0.00012912,0.000013208,0.092884,0.014268,0.0063307
20,1447600,0.00092331,0.017906,231.54,430.17,1.1094,1.785,1.6579,1.3755,0.00012587,0.000013333,0.091773,0.014578,0.0060374
22,1529000,0.00093158,0.016862,234.85,430.33,1.1203,1.7808,1.677,1.407,0.00012267,0.000013462,0.090667,0.014907,0.005747
24,1613800,0.00094019,0.015882,238.18,430.43,1.1313,1.7765,1.6974,1.4409,0.00011953,0.000013595,0.089565,0.015257,0.0054593
26,1702000,0.00094916,0.014961,241.55,430.48,1.1424,1.7721,1.7194,1.4776,0.00011643,0.000013733,0.088468,0.015632,0.0051746
28,1793800,0.00095852,0.014094,244.96,430.47,1.1534,1.7676,1.7431,1.5175,0.00011338,0.000013875,0.087375,0.016032,0.0048929
30,1889300,0.00096832,0.013278,248.41,430.39,1.1645,1.7631,1.7687,1.561,0.00011038,0.000014024,0.086286,0.016463,0.0046143
32,1988600,0.00097857,0.012509,251.9,430.25,1.1757,1.7584,1.7966,1.6087,0.00010741,0.000014179,0.085203,0.016927,0.0043389
34,2091800,0.00098935,0.011782,255.43,430.03,1.1869,1.7536,1.827,1.6612,0.00010448,0.000014342,0.084123,0.017428,0.0040669
36,2198900,0.0010007,0.011096,259.01,429.73,1.1982,1.7487,1.8605,1.7194,0.00010158,0.000014512,0.083049,0.017971,0.0037983
38,2310200,0.0010126,0.010447,262.65,429.35,1.2095,1.7437,1.8976,1.7842,0.000098708,0.000014692,0.081979,0.018563,0.0035334
40,2425600,0.0010253,0.0098319,266.33,428.88,1.221,1.7384,1.9389,1.8569,0.000095861,0.000014882,0.080914,0.01921,0.0032723
42,2545400,0.0010387,0.0092486,270.08,428.3,1.2325,1.733,1.9855,1.9391,0.000093034,0.000015085,0.079855,0.019919,0.0030152
44,2669700,0.001053,0.0086944,273.9,427.61,1.2442,1.7273,2.0386,2.0327,0.000090221,0.000015301,0.0788,0.020702,0.0027623
46,2798500,0.0010684,0.0081671,277.8,426.8,1.256,1.7214,2.0997,2.1406,0.000087415,0.000015533,0.077752,0.021571,0.0025138
48,2932100,0.0010849,0.0076644,281.77,425.86,1.268,1.7152,2.1712,2.2662,0.000084609,0.000015783,0.076711,0.022539,0.00227
50,3070600,0.0011028,0.0071842,285.85,424.75,1.2801,1.7086,2.256,2.4146,0.000081795,0.000016056,0.075677,0.023628,0.0020311
52,3214000,0.0011223,0.0067242,290.03,423.47,1.2926,1.7017,2.3587,2.5927,0.000078961,0.000016355,0.074654,0.024861,0.0017977
54,3362700,0.0011438,0.0062822,294.35,421.98,1.3053,1.6942,2.4858,2.8109,0.000076091,0.000016686,0.073643,0.026271,0.0015699
56,3516800,0.0011678,0.0058561,298.83,420.24,1.3184,1.6861,2.6476,3.0848,0.000073167,0.000017057,0.072653,0.027903,0.0013484
58,3676400,0.0011949,0.0054431,303.5,418.22,1.3319,1.6773,2.8605,3.4397,0.000070163,0.000017477,0.071694,0.029819,0.0011338
60,3841800,0.0012263,0.0050404,308.41,415.82,1.3461,1.6676,3.1533,3.9185,0.000067042,0.000017963,0.070793,0.032114,0.00092685
60,3841800,0.0012263,0.0050404,308.41,415.82,1.3461,1.6676,3.1533,3.9185,0.000067042,0.000017963,0.070793,0.032114,0.00092685
60.5,3884100,0.0012349,0.0049409,309.69,415.16,1.3498,1.6649,3.2445,4.0657,0.000066237,0.000018097,0.070582,0.032762,0.00087642
61,3926800,0.0012439,0.0048418,310.99,414.46,1.3535,1.6622,3.345,4.227,0.000065421,0.000018237,0.070379,0.033446,0.00082654
61.5,3969900,0.0012534,0.0047429,312.31,413.73,1.3573,1.6595,3.4565,4.4047,0.000064593,0.000018383,0.070185,0.03417,0.00077724
62,4013300,0.0012633,0.0046442,313.66,412.96,1.3612,1.6566,3.5807,4.6013,0.000063749,0.000018537,0.070002,0.034936,0.00072854
62.5,4057100,0.0012738,0.0045456,315.03,412.16,1.3651,1.6536,3.72,4.8202,0.000062891,0.000018698,0.069834,0.035751,0.00068046
63,4101400,0.0012848,0.004447,316.44,411.31,1.3691,1.6505,3.8773,5.0652,0.000062014,0.000018868,0.069681,0.036619,0.00063304
63.5,4146000,0.0012964,0.0043483,317.87,410.41,1.3732,1.6473,4.0563,5.3415,0.000061119,0.000019047,0.069549,0.037548,0.0005863
64,4191100,0.0013088,0.0042493,319.35,409.47,1.3775,1.6439,4.2617,5.6553,0.000060201,0.000019237,0.069441,0.038546,0.00054027
64.5,4236500,0.001322,0.0041499,320.87,408.46,1.3818,1.6404,4.4998,6.015,0.000059258,0.000019439,0.069363,0.039623,0.00049499
65,4282400,0.0013362,0.0040498,322.43,407.4,1.3862,1.6367,4.7792,6.4315,0.000058288,0.000019655,0.069321,0.040792,0.00045051
65.5,4328700,0.0013514,0.003949,324.05,406.26,1.3908,1.6328,5.1114,6.9191,0.000057285,0.000019886,0.069326,0.042069,0.00040686
66,4375400,0.0013679,0.003847,325.73,405.04,1.3956,1.6287,5.5129,7.498,0.000056244,0.000020135,0.069388,0.043473,0.0003641
66.5,4422600,0.001386,0.0037436,327.48,403.73,1.4006,1.6244,6.0078,8.1964,0.00005516,0.000020405,0.069521,0.045031,0.00032231
67,4470200,0.0014058,0.0036384,329.32,402.31,1.4058,1.6197,6.6326,9.0553,0.000054023,0.0000207,0.069746,0.046781,0.00028154
67.5,4518300,0.0014279,0.0035307,331.25,400.77,1.4113,1.6147,7.4456,10.137,0.000052823,0.000021025,0.070092,0.048773,0.00024189
68,4566800,0.0014529,0.0034199,333.32,399.07,1.4171,1.6093,8.5449,11.542,0.000051543,0.000021387,0.070603,0.051082,0.00020347
68.5,4615700,0.0014816,0.003305,335.55,397.17,1.4234,1.6033,10.109,13.439,0.00005016,0.000021798,0.071351,0.053823,0.00016641
69,4665100,0.0015155,0.0031843,338.01,395.03,1.4304,1.5966,12.496,16.141,0.000048704,0.000022271,0.071249,0.057188,0.00013091
69.5,4715000,0.0015572,0.0030554,340.79,392.55,1.4383,1.5889,16.53,20.296,0.000046976,0.000022832,0.073073,0.061524,0.000097193
70,4765300,0.0016117,0.0029139,344.1,389.58,1.4477,1.5799,24.523,27.506,0.000045602,0.000023528,0.075825,0.067571,0.000065638
70,4765300,0.0016117,0.0029139,344.1,389.58,1.4477,1.5799,24.523,27.506,0.000045602,0.000023528,0.075825,0.067571,0.000065638
70.1,4775500,0.001625,0.0028834,344.85,388.9,1.4499,1.5778,27.107,29.633,0.000045124,0.00002369,0.076768,0.069115,0.000059633
70.2,4785600,0.0016393,0.002852,345.65,388.18,1.4522,1.5757,30.254,32.126,0.000044008,0.000023862,0.077196,0.07066,0.000053743
70.3,4795700,0.001655,0.0028195,346.51,387.43,1.4546,1.5734,34.15,35.086,0.00004348,0.000024046,0.078508,0.071198,0.000047976
70.4,4805900,0.0016722,0.0027858,347.42,386.63,1.4572,1.571,39.062,38.658,0.000043576,0.000024243,0.079688,0.071768,0.000042341
70.5,4816000,0.0016913,0.0027505,348.41,385.77,1.46,1.5684,45.384,43.052,0.000042293,0.000024456,0.081919,0.072375,0.000036848
70.6,4826200,0.0017128,0.0027136,349.49,384.85,1.4631,1.5657,53.712,48.586,0.0000422,0.000026663,0.08485,0.073026,0.000031511
70.7,4836400,0.0017373,0.0026744,350.68,383.85,1.4665,1.5627,64.978,55.764,0.000041505,0.000026961,0.088763,0.073731,0.000026344
70.8,4846600,0.0017655,0.0026326,352.02,382.75,1.4704,1.5595,80.686,65.435,0.000040128,0.000027293,0.091138,0.074504,0.000021368
70.9,4856700,0.0017988,0.0025873,353.55,381.52,1.4748,1.5558,103.37,79.146,0.000039344,0.000027671,0.096388,0.075364,0.000016609
71,4866900,0.0018388,0.0025372,355.32,380.12,1.4799,1.5517,137.67,100.04,0.000041021,0.000028111,0.098817,0.076343,0.000012103
71.1,4877000,0.0018881,0.00248,357.43,378.46,1.486,1.5468,193.63,135.64,0.000037333,0.000028776,0.098648,0.0775,7.9065E-06
71.2,4887100,0.0019521,0.0024105,360.07,376.35,1.4936,1.5407,301.22,209.52,0.000036117,0.000026663,0.095745,0.080011,4.1141E-06
71.3,4897100,0.002049,0.0023098,363.87,373.13,1.5045,1.5313,624.52,457.59,0.000030725,0.000027601,0.089591,0.08241,9.5141E-07
71.344,4901200,0.0021588,0.0021979,367.91,369.3,1.5162,1.5203,1166.2,1083.6,0.000032515,0.0000288,0.089325,0.085286,2.5941E-09
