TEMP,DRUCK,SPEZ_VOL0,SPEZ_VOL1,ENTHA0,ENTHA1,ENTRO0,ENTRO1,WAERME_KAP0,WAERME_KAP1,ETA0,ETA1,LAMBDA0,LAMBDA1,SIGMA
41.76,1001000.00,0.0008,0.01758,241,369.6,1.138,1.546,1.039,0.767,1.59E-04,1.26E-05,0.06146,0.01146,0.00651
43.78,1051000.00,0.00081,0.01671,243.1,370.3,1.144,1.545,1.047,0.7766,1.56E-04,1.27E-05,0.06078,0.01162,0.00627
45.73,1101000.00,0.00081,0.01592,245.2,370.9,1.151,1.545,1.054,0.7864,1.53E-04,1.28E-05,0.06012,0.01177,0.00604
47.62,1151000.00,0.00082,0.0152,247.2,371.5,1.157,1.544,1.062,0.7963,1.49E-04,1.29E-05,0.05949,0.01193,0.00583
49.44,1201000.00,0.00082,0.01453,249.1,372.1,1.163,1.544,1.07,0.8064,1.46E-04,1.30E-05,0.05887,0.01208,0.00562
51.21,1251000.00,0.00083,0.01391,251,372.6,1.168,1.543,1.077,0.8166,1.43E-04,1.31E-05,0.05828,0.01224,0.00542
52.93,1301000.00,0.00083,0.01334,252.9,373.1,1.174,1.543,1.085,0.8271,1.40E-04,1.32E-05,0.0577,0.01239,0.00522
54.61,1351000.00,0.00084,0.01281,254.7,373.6,1.179,1.542,1.093,0.8378,1.38E-04,1.33E-05,0.05714,0.01254,0.00503
56.23,1401000.00,0.00084,0.01231,256.4,374.1,1.185,1.542,1.102,0.8487,1.35E-04,1.33E-05,0.05659,0.0127,0.00485
57.82,1451000.00,0.00085,0.01185,258.2,374.5,1.19,1.541,1.11,0.8599,1.33E-04,1.34E-05,0.05606,0.01286,0.00468
59.36,1501000.00,0.00085,0.01141,259.9,374.9,1.195,1.541,1.119,0.8714,1.30E-04,1.35E-05,0.05554,0.01301,0.00451
60.87,1551000.00,0.00086,0.01101,261.6,375.3,1.2,1.54,1.128,0.8832,1.28E-04,1.36E-05,0.05503,0.01317,0.00435
62.34,1601000.00,0.00086,0.01062,263.2,375.6,1.204,1.54,1.137,0.8954,1.25E-04,1.37E-05,0.05454,0.01333,0.00419
63.78,1651000.00,0.00087,0.01026,264.8,376,1.209,1.539,1.146,0.908,1.23E-04,1.38E-05,0.05406,0.01349,0.00403
65.19,1701000.00,0.00087,0.00992,266.4,376.3,1.214,1.538,1.156,0.9209,1.21E-04,1.39E-05,0.05359,0.01365,0.00389
66.57,1751000.00,0.00088,0.00959,268,376.6,1.218,1.538,1.166,0.9344,1.19E-04,1.40E-05,0.05313,0.01381,0.00374
67.92,1801000.00,0.00089,0.00928,269.5,376.8,1.223,1.537,1.176,0.9483,1.17E-04,1.41E-05,0.05268,0.01398,0.0036
69.24,1851000.00,0.00089,0.00899,271.1,377.1,1.227,1.537,1.187,0.9627,1.15E-04,1.42E-05,0.05224,0.01415,0.00346
70.54,1901000.00,0.0009,0.00871,272.6,377.3,1.231,1.536,1.198,0.9776,1.13E-04,1.43E-05,0.05181,0.01432,0.00333
71.81,1951000.00,0.0009,0.00845,274.1,377.5,1.235,1.535,1.209,0.9932,1.11E-04,1.44E-05,0.05138,0.01449,0.0032
73.05,2001000.00,0.00091,0.0082,275.5,377.7,1.24,1.535,1.221,1.009,1.09E-04,1.45E-05,0.05097,0.01467,0.00308
74.28,2051000.00,0.00091,0.00796,277,377.9,1.244,1.534,1.233,1.026,1.07E-04,1.46E-05,0.05057,0.01485,0.00295
75.48,2101000.00,0.00092,0.00772,278.4,378,1.248,1.533,1.246,1.044,1.05E-04,1.47E-05,0.05018,0.01504,0.00283
76.66,2151000.00,0.00092,0.0075,279.8,378.2,1.252,1.533,1.26,1.063,1.04E-04,1.48E-05,0.04979,0.01523,0.00272
77.82,2201000.00,0.00093,0.00729,281.3,378.3,1.255,1.532,1.274,1.082,1.02E-04,1.49E-05,0.04941,0.01542,0.00261
78.96,2251000.00,0.00094,0.00709,282.7,378.4,1.259,1.531,1.288,1.103,1.00E-04,1.50E-05,0.04905,0.01562,0.0025
80.08,2301000.00,0.00094,0.00689,284,378.5,1.263,1.531,1.303,1.124,9.85E-05,1.51E-05,0.04869,0.01582,0.00239
81.18,2351000.00,0.00095,0.0067,285.4,378.6,1.267,1.53,1.32,1.147,9.68E-05,1.52E-05,0.04834,0.01603,0.00228
82.27,2401000.00,0.00095,0.00652,286.8,378.6,1.271,1.529,1.336,1.171,9.52E-05,1.54E-05,0.048,0.01624,0.00218
83.34,2451000.00,0.00096,0.00635,288.1,378.6,1.274,1.528,1.354,1.196,9.36E-05,1.55E-05,0.04768,0.01646,0.00208
84.39,2501000.00,0.00097,0.00618,289.5,378.6,1.278,1.527,1.373,1.223,9.20E-05,1.56E-05,0.04736,0.01669,0.00199
85.43,2551000.00,0.00097,0.00601,290.8,378.6,1.282,1.526,1.393,1.251,9.04E-05,1.57E-05,0.04706,0.01692,0.00189
86.45,2601000.00,0.00098,0.00586,292.2,378.6,1.285,1.526,1.414,1.282,8.89E-05,1.58E-05,0.04677,0.01716,0.0018
87.45,2651000.00,0.00099,0.0057,293.5,378.6,1.289,1.525,1.436,1.314,8.74E-05,1.60E-05,0.04649,0.01741,0.00171
88.45,2701000.00,0.001,0.00555,294.8,378.5,1.292,1.524,1.46,1.349,8.58E-05,1.61E-05,0.04623,0.01767,0.00162
89.42,2751000.00,0.001,0.00541,296.1,378.4,1.296,1.523,1.485,1.386,8.43E-05,1.62E-05,0.04599,0.01794,0.00154
90.39,2801000.00,0.00101,0.00527,297.4,378.3,1.299,1.522,1.512,1.427,8.29E-05,1.64E-05,0.04576,0.01822,0.00145
91.34,2851000.00,0.00102,0.00513,298.7,378.2,1.303,1.521,1.541,1.47,8.14E-05,1.65E-05,0.04556,0.01851,0.00137
92.28,2901000.00,0.00103,0.005,300.1,378,1.306,1.519,1.571,1.517,7.99E-05,1.66E-05,0.04539,0.01882,0.0013
93.2,2951000.00,0.00103,0.00487,301.4,377.9,1.309,1.518,1.605,1.568,7.84E-05,1.68E-05,0.04524,0.01914,0.00122
94.11,3001000.00,0.00104,0.00475,302.7,377.7,1.313,1.517,1.641,1.624,7.70E-05,1.70E-05,0.04513,0.01947,0.00114
95.02,3051000.00,0.00105,0.00462,304,377.4,1.316,1.516,1.68,1.685,7.56E-05,1.71E-05,0.04505,0.01982,0.00107
95.91,3101000.00,0.00106,0.0045,305.3,377.2,1.32,1.515,1.723,1.752,7.41E-05,1.73E-05,0.04502,0.02019,0.001
96.78,3151000.00,0.00107,0.00438,306.6,376.9,1.323,1.513,1.77,1.826,7.27E-05,1.75E-05,0.04504,0.02058,0.00093
97.65,3201000.00,0.00108,0.00427,307.9,376.6,1.327,1.512,1.821,1.908,7.12E-05,1.76E-05,0.04512,0.02099,0.00086
98.51,3251000.00,0.00109,0.00416,309.2,376.3,1.33,1.51,1.878,2,6.98E-05,1.78E-05,0.04527,0.02142,0.0008
99.35,3301000.00,0.0011,0.00404,310.5,375.9,1.333,1.509,1.942,2.103,6.84E-05,1.80E-05,0.0455,0.02188,0.00074
100.2,3351000.00,0.00111,0.00393,311.9,375.5,1.337,1.507,2.013,2.22,6.69E-05,1.83E-05,0.04583,0.02238,0.00067
101,3401000.00,0.00112,0.00383,313.2,375.1,1.34,1.506,2.094,2.353,6.55E-05,1.85E-05,0.04627,0.02291,0.00062
101.8,3451000.00,0.00113,0.00372,314.6,374.6,1.344,1.504,2.186,2.506,6.40E-05,1.87E-05,0.04684,0.02348,0.00056
102.6,3501000.00,0.00114,0.00361,316,374,1.347,1.502,2.293,2.685,6.26E-05,1.90E-05,0.0476,0.0241,0.0005
103.4,3551000.00,0.00116,0.00351,317.3,373.5,1.351,1.5,2.418,2.894,6.11E-05,1.93E-05,0.04858,0.02477,0.00045
104.2,3601000.00,0.00117,0.0034,318.8,372.8,1.354,1.498,2.567,3.145,5.96E-05,1.95E-05,0.04988,0.0255,0.0004
105,3651000.00,0.00119,0.0033,320.2,372.1,1.358,1.495,2.748,3.448,5.81E-05,1.99E-05,0.05165,0.02632,0.00035
105.7,3701000.00,0.0012,0.00319,321.7,371.3,1.362,1.493,2.972,3.823,5.66E-05,2.02E-05,0.05418,0.02723,0.0003
106.5,3751000.00,0.00122,0.00309,323.2,370.4,1.366,1.49,3.256,4.298,5.50E-05,2.06E-05,0.05806,0.02826,0.00025
107.2,3801000.00,0.00124,0.00298,324.8,369.5,1.37,1.487,3.631,4.919,5.34E-05,2.10E-05,0.06483,0.02944,0.00021
108,3851000.00,0.00126,0.00287,326.4,368.3,1.374,1.484,4.146,5.763,5.17E-05,2.15E-05,0.08073,0.03111,0.00017
108.7,3901000.00,0.00129,0.00275,328.2,367,1.378,1.48,4.9,6.975,4.99E-05,2.21E-05,0.09308,0.03331,0.00013
109.4,3951000.00,0.00132,0.00263,330.1,365.5,1.383,1.476,6.103,8.859,4.80E-05,2.28E-05,0.1049,0.03619,0.0001
110.1,4001000.00,0.00135,0.0025,332.2,363.6,1.388,1.47,8.304,12.18,4.59E-05,2.36E-05,0.1152,0.0403,0.00006
110.8,4051000.00,0.0014,0.00235,334.8,361.1,1.395,1.463,13.49,19.53,4.34E-05,2.48E-05,0.1241,0.04716,0.00004
111.5,4101000.00,0.00149,0.00215,338.5,357.2,1.404,1.453,36.95,48.98,3.99E-05,2.67E-05,0.1483,0.06457,0.00001
112,4160000.00,0.00143,0.00143,336.7,336.7,1.4,1.4,11.83,11.83,4.26E-05,4.26E-05,0.06249,0.06249,0.00001
